frame_id,agent_id,pos_x,pos_y,scene_id,label,timestamp
10,0,-1.236254611116281,3.7612829620558164,0,pedestrian,0.4
20,0,-0.6929786739069792,3.8043625401953514,0,pedestrian,0.8
30,0,-0.1497027366976773,3.8474421183348864,0,pedestrian,1.2
40,0,0.3935732005116248,3.8905216964744214,0,pedestrian,1.6
50,0,0.9375493600399962,3.9316155380880025,0,pedestrian,2.0
60,0,1.4878275204399962,3.954837750968003,0,pedestrian,2.4
70,0,2.0381056808399958,3.9780599638480028,0,pedestrian,2.8
80,0,2.5883838412399958,4.001282176728003,0,pedestrian,3.2
90,0,3.1386620016399958,4.024504389608003,0,pedestrian,3.6
100,0,3.6711543051739084,4.050743733556525,0,pedestrian,4.0
110,0,4.043573896913038,4.104137257121741,0,pedestrian,4.4
120,0,4.415993488652169,4.157530780686959,0,pedestrian,4.8
130,0,4.849149278272722,4.191223685836365,0,pedestrian,5.2
140,0,5.2974891173636305,4.21999143638182,0,pedestrian,5.6
150,0,5.844935657727267,4.23521621427273,0,pedestrian,6.0
160,0,6.458453332272722,4.241412343727275,0,pedestrian,6.4
170,0,7.071971006818176,4.24760847318182,0,pedestrian,6.8
180,0,7.686095457085708,4.246740064731431,0,pedestrian,7.2
190,0,8.301635717371422,4.229387734502859,0,pedestrian,7.6
200,0,8.917175977657136,4.212035404274288,0,pedestrian,8.0
210,0,9.53271623794285,4.194683074045717,0,pedestrian,8.4
220,0,10.13457782577777,4.235487897822225,0,pedestrian,8.8
230,0,10.733019745499991,4.290832010100003,0,pedestrian,9.2
240,0,11.331461665222214,4.346176122377781,0,pedestrian,9.6
250,0,11.926256100529402,4.388976576458826,0,pedestrian,10.0
260,0,12.506460598176462,4.3816023977529435,0,pedestrian,10.4
270,0,13.08666509582352,4.374228219047062,0,pedestrian,10.8
280,0,13.66686959347058,4.366854040341179,0,pedestrian,11.2
290,0,14.221287224555546,4.398321967355558,0,pedestrian,11.6
300,0,14.76925813899999,4.439500420800002,0,pedestrian,12.0
310,0,15.317229053444434,4.480678874244447,0,pedestrian,12.4
320,0,15.857577816071418,4.539589274642859,0,pedestrian,12.8
330,0,16.36743797142856,4.669427462857145,0,pedestrian,13.2
340,0,16.877298126785703,4.799265651071431,0,pedestrian,13.6
20,1,-1.1050060434285736,4.229186070171431,0,pedestrian,0.8
30,1,-0.6693073652142882,4.239835669385717,0,pedestrian,1.2
40,1,-0.2336086870000027,4.250485268600002,0,pedestrian,1.6
50,1,0.3012528754242393,4.338706372600003,0,pedestrian,2.0
60,1,0.8361144378484814,4.426927476600002,0,pedestrian,2.4
70,1,1.3709760002727234,4.515148580600003,0,pedestrian,2.8
80,1,1.9419319785925886,4.5814049732740765,0,pedestrian,3.2
90,1,2.528356992296292,4.63824791823704,0,pedestrian,3.6
100,1,3.1147820059999956,4.695090863200003,0,pedestrian,4.0
110,1,3.6988036384999954,4.710710275533336,0,pedestrian,4.4
120,1,4.282825270999995,4.726329687866669,0,pedestrian,4.8
130,1,4.856752702444439,4.751753494266669,0,pedestrian,5.2
140,1,5.423950666518513,4.7837135633777805,0,pedestrian,5.6
150,1,5.991148630592587,4.815673632488892,0,pedestrian,6.0
160,1,6.598945249461532,4.847125017276926,0,pedestrian,6.4
170,1,7.211252829974352,4.878519881584618,0,pedestrian,6.8
180,1,7.823560410487173,4.90991474589231,0,pedestrian,7.2
190,1,8.435867990999993,4.941309610200002,0,pedestrian,7.6
200,1,9.035339931238088,4.935658800152383,0,pedestrian,8.0
210,1,9.634811871476183,4.930007990104764,0,pedestrian,8.4
220,1,10.234283811714278,4.924357180057145,0,pedestrian,8.8
230,1,10.833755751952372,4.918706370009526,0,pedestrian,9.2
240,1,11.406709345818173,4.926191779587882,0,pedestrian,9.6
250,1,11.9730333530909,4.936961244072729,0,pedestrian,10.0
260,1,12.539357360363628,4.947730708557578,0,pedestrian,10.4
270,1,13.078576896567558,4.984414574610813,0,pedestrian,10.8
280,1,13.590691961702692,5.0470128422324345,0,pedestrian,11.2
290,1,14.102807026837826,5.109611109854056,0,pedestrian,11.6
300,1,14.614922091972963,5.172209377475677,0,pedestrian,12.0
310,1,15.141124974387745,5.234446208142859,0,pedestrian,12.4
320,1,15.670849811122439,5.29659267957143,0,pedestrian,12.8
330,1,16.20057464785713,5.358739151000002,0,pedestrian,13.2
340,1,16.730299484591825,5.420885622428573,0,pedestrian,13.6
