frame_id,agent_id,pos_x,pos_y,scene_id,label,timestamp
10,0,1.230338872,2.622447378,0,pedestrian,0.4
10,1,1.365712091,3.07477874,0,pedestrian,0.4
10,2,2.994733115,3.219558298,0,pedestrian,0.4
10,3,3.145319085,3.859116918,0,pedestrian,0.4
10,4,6.872163224,3.246982036,0,pedestrian,0.4
10,5,6.563754202,2.373614885,0,pedestrian,0.4
10,6,8.814833139,2.717210544,0,pedestrian,0.4
10,7,11.56622394,6.087303975,0,pedestrian,0.4
20,0,1.863677887,2.649174831,0,pedestrian,0.8
20,1,2.00464174,3.093409687,0,pedestrian,0.8
20,2,3.497640632,3.30848246,0,pedestrian,0.8
20,3,3.694986504,3.933288252,0,pedestrian,0.8
20,4,7.307110265,3.218495382,0,pedestrian,0.8
20,5,5.963509747,2.307663433,0,pedestrian,0.8
20,6,8.233407158,2.554022154,0,pedestrian,0.8
20,7,11.29627616,6.00658609,0,pedestrian,0.8
30,0,2.483173426,2.693371685,0,pedestrian,1.2
30,1,2.612397806,3.130830441,0,pedestrian,1.2
30,2,4.000548149,3.397406622,0,pedestrian,1.2
30,3,4.244653922,4.007459585,0,pedestrian,1.2
30,4,7.742057307,3.190008727,0,pedestrian,1.2
30,5,5.363265291,2.24171198,0,pedestrian,1.2
30,6,7.629052921,2.420075877,0,pedestrian,1.2
30,7,11.07169049,5.9727618,0,pedestrian,1.2
30,8,-0.903963952,2.165026276,0,pedestrian,1.2
40,0,3.088825489,2.755037941,0,pedestrian,1.6
40,1,3.173393496,3.196435904,0,pedestrian,1.6
40,2,4.504897694,3.461116587,0,pedestrian,1.6
40,3,4.762744702,4.04971342,0,pedestrian,1.6
40,4,8.179356529,3.141265822,0,pedestrian,1.6
40,5,4.862520817,2.219677451,0,pedestrian,1.6
40,6,7.001770427,2.315371712,0,pedestrian,1.6
40,7,10.89246692,5.985831106,0,pedestrian,1.6
40,8,-0.192981095,2.072579805,0,pedestrian,1.6
50,0,3.694477552,2.816704197,0,pedestrian,2
50,1,3.734389186,3.262041368,0,pedestrian,2
50,2,5.009607747,3.518523003,0,pedestrian,2
50,3,5.25978439,4.070688923,0,pedestrian,2
50,4,8.622144172,3.04525833,0,pedestrian,2
50,5,4.386651339,2.208622153,0,pedestrian,2
50,6,6.374487933,2.210667547,0,pedestrian,2
50,7,10.71324335,5.998900412,0,pedestrian,2
50,8,0.478638139,2.020519793,0,pedestrian,2
60,0,4.273614894,2.799795705,0,pedestrian,2.4
60,1,4.30967684,3.286535887,0,pedestrian,2.4
60,2,5.5143178,3.57592942,0,pedestrian,2.4
60,3,5.756824077,4.091664427,0,pedestrian,2.4
60,4,9.064931815,2.949250839,0,pedestrian,2.4
60,5,3.951158665,2.248617321,0,pedestrian,2.4
60,6,5.747205438,2.105963382,0,pedestrian,2.4
60,7,10.53401978,6.011969718,0,pedestrian,2.4
60,8,1.091211941,2.029039472,0,pedestrian,2.4
70,0,4.826237514,2.704312466,0,pedestrian,2.8
70,1,4.918312411,3.215104871,0,pedestrian,2.8
70,2,6.020830388,3.634314585,0,pedestrian,2.8
70,3,6.253863764,4.11263993,0,pedestrian,2.8
70,4,9.507719458,2.853243348,0,pedestrian,2.8
70,5,3.576231197,2.365188186,0,pedestrian,2.8
70,6,5.123816422,1.974343113,0,pedestrian,2.8
70,7,10.34799808,6.02217305,0,pedestrian,2.8
70,8,1.703785742,2.037559151,0,pedestrian,2.8
